age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio
54,0,25.6,35774,554,12.0,228,6236,1,1,0,0,5,38000,21.77,0.174,1.062,0.354
18,1,1.0,33759,651,0.2,3,6292,0,0,0,0,3,20600,17.99,0.186,0.61,0.203
55,2,0.1,15000,629,7.1,46,989,0,1,0,1,3,5000,11.79,0.066,0.333,0.111
36,0,13.8,20214,687,1.8,36,5495,0,0,0,2,1,14200,12.96,0.272,0.702,0.234
39,0,2.9,127417,756,19.0,167728,31888,0,0,0,0,0,70000,15.44,0.25,0.549,0.183
43,1,14.1,81391,619,17.8,1224,28561,0,1,0,2,0,100000,14.65,0.351,1.229,0.41
58,0,37.4,47067,659,22.6,1000,6081,0,0,0,2,3,31200,12.27,0.129,0.663,0.221
33,0,6.4,49630,620,11.0,17063,21218,0,0,0,2,1,77900,14.24,0.428,1.57,0.523
35,0,1.3,15165,589,12.1,890,3340,0,1,1,2,5,12100,16.82,0.22,0.798,0.266
32,0,3.7,38328,688,4.9,560,5345,0,0,0,0,0,49700,18.22,0.139,1.297,0.432
48,0,27.7,25316,633,28.7,281,8959,0,2,0,2,1,48300,14.09,0.354,1.908,0.636
24,1,1.4,139824,543,2.7,12236,50485,0,0,0,2,5,100000,16.49,0.361,0.715,0.238
30,0,1.5,15000,662,6.4,590,4565,0,0,0,0,4,2300,17.79,0.304,0.153,0.051
34,0,3.3,72036,653,4.4,9711,19000,0,0,0,0,4,38300,17.33,0.264,0.532,0.177
41,0,7.7,85863,652,15.6,676,40833,0,0,0,0,0,70000,17.36,0.476,0.815,0.272
59,1,17.2,54984,776,9.0,2745,9650,0,0,1,1,1,26000,7.56,0.176,0.473,0.158
27,0,4.5,44526,551,7.8,1625,6874,1,4,0,0,4,19500,22.56,0.154,0.438,0.146
35,0,9.0,36781,531,12.0,7508,19689,0,0,1,2,0,25700,15.62,0.535,0.699,0.233
50,0,17.0,40286,713,20.4,11293,21321,0,0,0,1,3,21500,8.3,0.529,0.534,0.178
28,0,9.3,16171,574,5.0,1152,4885,1,2,0,0,2,16600,21.66,0.302,1.027,0.342
21,2,1.4,36771,575,1.9,68,4838,0,1,0,0,1,3700,22.29,0.132,0.101,0.034
37,0,17.3,26413,665,5.4,1986,4802,0,0,0,0,5,28600,17.39,0.182,1.083,0.361
31,0,9.2,34489,677,10.7,788,22064,0,0,0,1,5,20100,9.36,0.64,0.583,0.194
37,0,11.5,65928,707,7.2,77,21656,0,1,0,2,1,25100,9.6,0.328,0.381,0.127
28,0,9.0,42537,543,2.7,115,16416,0,0,0,2,2,77800,16.06,0.386,1.829,0.61
20,0,1.5,56715,564,0.6,62,11084,0,0,0,0,2,6600,21.05,0.195,0.116,0.039
42,0,3.4,60044,585,20.1,375,21138,0,0,0,2,4,100000,16.89,0.352,1.665,0.555
28,0,7.0,43248,633,6.3,310,13325,0,0,0,2,4,69200,13.45,0.308,1.6,0.533
21,1,1.0,23204,616,1.3,392,6406,0,2,0,0,1,17100,20.31,0.276,0.737,0.246
26,0,1.1,16354,661,4.7,40,7566,0,0,0,2,2,2900,12.75,0.463,0.177,0.059
34,0,14.8,34568,639,2.1,341,3567,0,0,0,2,2,59600,13.43,0.103,1.724,0.575
29,2,0.0,16790,529,6.8,56,8891,0,1,0,2,2,12400,15.87,0.53,0.739,0.246
33,0,8.1,29403,713,7.9,710,5100,0,0,0,0,1,9800,16.05,0.173,0.333,0.111
34,0,14.4,48632,567,5.9,336,17241,1,2,0,0,1,5500,21.41,0.355,0.113,0.038
52,0,14.1,79889,721,7.3,241,18118,0,0,0,0,4,49200,16.42,0.227,0.616,0.205
39,0,9.7,35549,659,18.4,346,9529,0,1,0,1,4,7800,10.62,0.268,0.219,0.073
18,0,0.0,26772,618,1.6,171,5028,0,0,0,2,2,23100,14.94,0.188,0.863,0.288
41,0,13.7,66929,664,12.2,61,10838,0,0,0,2,2,90500,11.68,0.162,1.352,0.451
18,0,0.0,38303,568,0.8,64,14482,0,2,0,2,2,49700,16.38,0.378,1.298,0.433
37,0,1.8,36835,559,16.6,3798,12467,0,0,1,1,2,17800,14.62,0.338,0.483,0.161
23,1,1.0,53874,683,3.3,599,849,0,0,0,1,3,11400,10.84,0.016,0.212,0.071
26,1,1.4,25368,695,6.9,749,8778,0,0,0,0,5,15800,17.08,0.346,0.623,0.208
36,0,2.7,48878,597,9.0,109,16127,0,0,0,1,5,32200,14.13,0.33,0.659,0.22
42,0,3.9,30204,712,22.6,2765,5569,0,1,1,2,2,38500,10.42,0.184,1.275,0.425
23,0,3.0,40554,704,4.2,508,25264,0,0,0,2,0,38200,10.34,0.623,0.942,0.314
33,0,7.1,49550,699,4.1,184,10294,0,0,0,0,2,49500,17.43,0.208,0.999,0.333
33,0,10.7,34555,702,2.1,179,10855,0,1,0,1,3,10700,9.37,0.314,0.31,0.103
46,0,13.3,127810,716,16.9,11798,4352,0,0,0,2,2,47400,10.52,0.034,0.371,0.124
38,2,0.7,17010,682,14.9,3898,6266,0,0,0,2,3,12400,12.97,0.368,0.729,0.243
19,0,0.8,35239,691,1.3,103,12993,0,0,0,2,5,60500,11.18,0.369,1.717,0.572
37,2,0.6,31365,604,18.5,132,6199,0,1,0,0,1,3100,20.23,0.198,0.099,0.033
47,0,25.9,15000,660,15.0,826,3920,0,0,0,0,5,2200,17.23,0.261,0.147,0.049
24,0,6.0,43223,620,2.8,419,16998,0,0,0,0,5,6300,19.08,0.393,0.146,0.049
22,0,3.2,33352,588,0.8,269,9850,0,0,1,0,4,23100,22.95,0.295,0.693,0.231
25,0,1.9,45387,580,2.0,1553,4288,1,0,0,0,3,8400,22.41,0.094,0.185,0.062
46,2,1.1,25062,640,12.8,1944,15638,0,0,1,0,3,2500,20.73,0.624,0.1,0.033
26,0,6.0,29833,693,2.7,234,2758,0,0,0,2,5,50400,11.43,0.092,1.689,0.563
45,0,3.8,61517,639,15.0,1261,20706,0,2,0,0,0,70000,20.87,0.337,1.138,0.379
42,0,11.8,29221,701,17.3,71,10307,0,0,0,0,0,1700,16.19,0.353,0.058,0.019
21,2,0.6,15000,522,2.9,420,4530,0,2,1,1,4,8000,14.96,0.302,0.533,0.178
33,1,10.7,23537,684,12.5,9640,6992,0,0,0,0,2,16400,18.19,0.297,0.697,0.232
36,0,3.1,76238,585,13.0,419,13025,0,1,0,2,2,47300,15.97,0.171,0.62,0.207
30,0,2.8,22643,500,0.5,35,7451,0,0,0,0,1,25600,21.23,0.329,1.131,0.377
36,0,8.6,49556,668,15.7,213,7648,0,0,1,2,3,28300,11.39,0.154,0.571,0.19
32,0,0.4,61601,726,2.0,3408,36876,0,0,0,2,5,10300,10.95,0.599,0.167,0.056
45,1,14.4,86355,657,22.3,4795,12345,0,0,0,1,5,20400,10.63,0.143,0.236,0.079
46,0,14.8,82586,601,13.8,1366,28662,0,0,1,1,5,12600,12.83,0.347,0.153,0.051
47,0,28.4,61996,658,4.2,98,11421,0,0,0,0,0,70000,18.62,0.184,1.129,0.376
28,0,8.4,38655,670,3.4,94,8739,0,0,0,2,5,60100,12.99,0.226,1.555,0.518
23,0,1.1,37959,594,4.2,82,6376,0,2,0,0,2,22200,22.07,0.168,0.585,0.195
29,0,6.5,24611,643,9.0,10621,6414,0,1,0,0,0,15300,20.97,0.261,0.622,0.207
48,0,15.4,39135,628,22.8,2804,9766,0,0,0,0,0,12400,19.53,0.25,0.317,0.106
18,0,0.0,41029,675,0.2,51,6965,0,0,0,0,0,6600,17.15,0.17,0.161,0.054
56,0,30.0,140627,806,13.3,496,45587,0,0,0,0,3,33700,15.31,0.324,0.24,0.08
25,0,5.5,29790,569,5.2,308,17760,0,0,0,0,0,35100,21.56,0.596,1.178,0.393
24,0,0.9,65052,596,2.4,1451,31081,0,2,0,0,0,42300,21.22,0.478,0.65,0.217
35,1,10.7,75672,544,4.0,6741,6728,0,1,0,2,3,98500,16.45,0.089,1.302,0.434
50,0,21.7,50168,700,4.4,85,10912,0,1,1,0,2,64600,17.48,0.218,1.288,0.429
29,2,0.6,15000,609,7.0,1657,3822,0,0,0,1,0,6100,11.36,0.255,0.407,0.136
40,0,9.3,55761,680,17.6,13929,12927,0,0,0,2,4,26300,12.89,0.232,0.472,0.157
50,1,2.5,67452,616,24.1,6457,23911,0,0,0,2,4,55800,13.05,0.354,0.827,0.276
18,1,1.0,54752,583,1.3,450,25804,0,1,0,0,3,16700,22.55,0.471,0.305,0.102
18,0,0.0,40439,749,1.3,603,9044,0,1,0,2,2,67000,10.56,0.224,1.657,0.552
60,2,1.5,26129,785,8.4,206,9486,0,0,0,0,4,2600,15.67,0.363,0.1,0.033
57,0,38.1,59231,673,22.9,3991,3261,0,0,0,0,1,70000,18.98,0.055,1.182,0.394
58,0,18.5,99148,784,22.6,3640,36250,0,0,0,0,5,31600,15.81,0.366,0.319,0.106
63,0,5.8,44837,653,19.5,299,5848,0,0,0,1,4,25300,9.0,0.13,0.564,0.188
44,0,7.4,50862,750,1.5,226,17965,0,0,0,1,5,38700,7.37,0.353,0.761,0.254
21,0,2.2,43437,632,2.8,161,9302,0,0,0,2,5,15200,14.34,0.214,0.35,0.117
48,0,4.8,30879,620,18.2,1117,14781,0,0,0,1,5,21000,12.83,0.479,0.68,0.227
32,0,10.0,61435,574,9.6,260,18256,0,3,0,0,1,41400,22.57,0.297,0.674,0.225
52,0,2.4,45120,635,2.6,235,15984,0,1,0,1,1,28700,11.31,0.354,0.636,0.212
35,1,11.3,51841,690,0.2,3,26732,0,0,0,0,5,61900,17.66,0.516,1.194,0.398
29,0,5.9,36391,543,10.2,461,7502,0,0,1,2,3,54100,15.0,0.206,1.487,0.496
29,0,8.7,26327,647,4.6,1513,981,0,1,0,0,0,13500,19.74,0.037,0.513,0.171
34,0,3.3,32496,585,9.1,697,12244,0,0,1,0,3,42600,22.3,0.377,1.311,0.437
39,0,7.7,43326,620,13.8,1968,13638,0,2,0,0,3,49400,19.91,0.315,1.14,0.38
35,1,11.7,86156,601,13.5,634,52182,0,4,0,2,5,100000,14.05,0.606,1.161,0.387
46,0,16.2,36907,668,27.9,4941,3136,0,0,0,0,3,40500,17.51,0.085,1.097,0.366
18,0,0.0,28312,536,0.5,62,14763,0,0,0,0,4,4500,22.49,0.521,0.159,0.053
47,1,18.7,57916,717,27.1,1741,9990,0,0,0,2,5,45800,9.86,0.172,0.791,0.264
48,0,2.7,24505,717,24.8,2813,6858,0,0,0,0,1,26800,17.4,0.28,1.094,0.365
25,0,1.0,37163,709,6.8,332,9009,0,0,0,0,3,10900,16.05,0.242,0.293,0.098
34,0,11.4,74858,686,2.0,2413,12036,0,0,0,0,5,70000,17.93,0.161,0.935,0.312
38,0,6.7,29590,605,18.8,6733,9664,0,1,0,0,5,1100,19.41,0.327,0.037,0.012
37,0,11.2,52814,591,14.8,779,15629,0,0,1,2,0,40300,16.23,0.296,0.763,0.254
46,1,2.6,118064,669,19.5,2220,32426,0,0,0,2,4,49900,11.86,0.275,0.423,0.141
18,1,1.0,18825,618,0.5,378,5400,0,0,0,0,2,4500,19.29,0.287,0.239,0.08
27,0,6.2,23613,594,2.9,320,3017,1,1,0,2,1,26400,15.68,0.128,1.118,0.373
37,0,2.4,132394,668,5.5,5019,25177,1,1,0,2,0,100000,11.06,0.19,0.755,0.252
47,1,20.5,48334,501,27.9,41434,8173,0,0,0,2,5,92100,16.2,0.169,1.905,0.635
42,0,5.3,33572,685,17.3,1047,10200,0,0,0,2,5,46900,11.2,0.304,1.397,0.466
47,0,1.4,75473,711,28.0,15530,9244,0,0,0,1,4,50000,7.96,0.122,0.662,0.221
38,1,3.8,60091,664,12.9,306,12587,0,0,0,0,2,22100,17.96,0.209,0.368,0.123
42,0,19.9,55755,705,12.6,277,11675,0,0,0,2,5,100000,10.71,0.209,1.794,0.598
30,2,1.8,25286,651,11.0,427,3228,0,0,0,0,4,2500,17.62,0.128,0.099,0.033
42,0,24.0,46953,642,7.4,8156,20796,0,1,0,2,2,26600,13.9,0.443,0.567,0.189
28,0,1.4,43532,568,1.9,304,3141,1,3,0,1,2,32000,14.73,0.072,0.735,0.245
46,0,19.0,67411,710,11.8,2869,7752,0,0,0,2,5,8300,11.11,0.115,0.123,0.041
37,0,4.4,15000,716,14.3,350,1304,0,0,0,0,5,14100,16.22,0.087,0.94,0.313
48,0,23.5,76029,748,27.9,20025,37407,0,1,0,0,5,70000,17.07,0.492,0.921,0.307
46,1,23.7,84336,726,22.2,2153,17541,0,0,0,1,0,38500,8.18,0.208,0.457,0.152
21,0,1.1,25599,608,1.3,121,5584,0,0,0,2,2,26200,13.6,0.218,1.023,0.341
18,1,1.0,67273,567,1.6,1014,27397,1,0,0,0,4,70000,22.83,0.407,1.041,0.347
34,0,4.4,58661,650,13.3,1569,15094,0,0,0,2,0,100000,11.21,0.257,1.705,0.568
38,0,9.8,59193,675,13.7,1868,28989,0,0,0,0,4,45400,17.14,0.49,0.767,0.256
39,1,11.0,110636,688,1.2,4629,16612,0,0,0,2,0,100000,12.58,0.15,0.904,0.301
44,1,18.6,64648,723,14.1,1101,29889,0,0,0,0,3,50500,15.87,0.462,0.781,0.26
38,0,10.3,62318,723,3.0,2186,16286,0,0,0,0,2,1900,17.34,0.261,0.03,0.01
41,2,0.2,15000,743,14.6,1180,3667,0,0,0,2,4,13700,11.08,0.244,0.913,0.304
18,0,0.0,24672,619,0.3,30,1326,0,2,0,0,0,34500,20.08,0.054,1.398,0.466
44,0,15.2,135876,670,19.9,42630,10506,0,0,0,2,4,27700,11.34,0.077,0.204,0.068
39,2,0.6,21859,731,6.1,65,6201,0,0,0,0,5,2200,16.54,0.284,0.101,0.034
18,0,0.0,27243,624,0.6,21,11005,0,0,0,0,0,8100,19.44,0.404,0.297,0.099
48,2,0.6,16863,808,5.2,3885,4305,0,1,0,2,0,23400,8.99,0.255,1.388,0.463
34,0,0.4,59910,794,2.4,294,15502,0,0,0,2,0,37200,8.72,0.259,0.621,0.207
29,0,6.2,29605,674,9.9,194,9898,0,0,0,0,3,17800,17.54,0.334,0.601,0.2
24,0,3.3,16803,690,3.5,77,5210,0,0,0,1,4,7800,10.88,0.31,0.464,0.155
49,0,13.0,38673,624,8.1,1649,7996,0,0,0,1,5,35000,12.25,0.207,0.905,0.302
51,0,27.4,33011,729,14.6,18920,6848,0,0,0,2,2,62600,11.11,0.207,1.896,0.632
35,0,4.5,50039,618,9.0,4720,1075,0,1,0,0,4,56300,19.16,0.021,1.125,0.375
24,0,2.2,33239,616,4.4,1048,16398,0,1,0,1,2,18800,12.66,0.493,0.566,0.189
26,0,5.2,30898,588,4.7,4719,9136,0,1,1,0,2,3500,21.25,0.296,0.113,0.038
34,2,0.9,26776,642,0.1,53,2985,0,1,0,2,5,34400,14.2,0.111,1.285,0.428
51,0,10.1,59214,703,25.2,583,22845,0,0,0,2,3,98800,9.69,0.386,1.669,0.556
34,0,8.0,48849,657,1.6,625,13366,0,0,0,0,3,22600,18.45,0.274,0.463,0.154
44,2,1.3,15000,683,5.4,884,4064,0,0,0,0,5,1500,17.49,0.271,0.1,0.033
47,0,19.0,146813,721,9.8,25061,41663,0,0,0,2,4,100000,10.06,0.284,0.681,0.227
21,1,1.0,63784,664,0.4,66,25533,0,0,0,2,4,100000,12.03,0.4,1.568,0.523
31,0,2.4,52369,676,8.2,1668,25645,0,0,0,0,2,30500,18.29,0.49,0.582,0.194
37,2,1.2,59718,597,6.7,974,14574,1,2,0,2,5,29300,16.05,0.244,0.491,0.164
22,0,1.0,48901,633,2.3,4280,27268,1,3,0,0,2,41000,19.86,0.558,0.838,0.279
44,0,12.7,60248,668,8.3,1790,5204,0,1,0,1,5,18200,9.72,0.086,0.302,0.101
59,0,22.3,68501,722,19.6,5670,15377,0,0,0,0,1,46300,15.86,0.224,0.676,0.225
31,0,7.6,45765,625,7.0,6199,11049,0,0,0,0,0,50800,20.81,0.241,1.11,0.37
51,1,16.2,105166,666,0.4,530,9979,0,0,1,1,0,48000,9.91,0.095,0.456,0.152
36,1,4.7,75061,583,6.6,200,16090,0,0,1,2,3,100000,16.94,0.214,1.332,0.444
47,2,0.0,22718,692,13.0,2098,6108,0,0,1,0,3,1300,17.05,0.269,0.057,0.019
33,0,9.7,134958,620,9.0,1031,37796,0,0,0,1,5,31000,12.78,0.28,0.23,0.077
27,0,2.7,43283,667,4.8,797,24007,0,0,0,2,3,11200,12.18,0.555,0.259,0.086
33,0,8.5,36947,602,4.9,370,4021,0,2,0,0,2,42800,20.16,0.109,1.158,0.386
56,1,13.9,69196,732,24.2,3007,23806,0,1,1,0,2,2900,15.68,0.344,0.042,0.014
43,0,16.7,23968,687,1.3,52,4657,0,0,1,2,0,46700,11.85,0.194,1.948,0.649
64,1,13.7,56587,738,3.9,683,11656,0,3,0,0,3,64000,17.44,0.206,1.131,0.377
33,0,3.2,51523,662,12.3,822,25542,0,0,0,0,4,40300,18.88,0.496,0.782,0.261
42,0,23.8,114980,645,20.8,139,24185,0,0,0,1,0,50000,11.44,0.21,0.435,0.145
40,0,21.7,25429,634,13.3,109,8714,0,0,0,2,2,7800,14.03,0.343,0.307,0.102
54,1,5.7,166747,712,16.8,18826,68913,0,0,0,0,5,2700,15.89,0.413,0.016,0.005
43,0,12.2,87989,674,2.2,85,36124,0,0,0,2,3,100000,12.05,0.411,1.137,0.379
28,0,2.3,62187,705,4.6,69,11852,0,0,0,1,3,38200,7.62,0.191,0.614,0.205
41,0,6.4,89612,625,14.6,3095,18963,0,1,0,0,4,70000,20.92,0.212,0.781,0.26
36,0,3.3,29026,599,9.4,1259,5575,0,1,0,2,2,49700,15.89,0.192,1.712,0.571
33,0,10.6,35059,558,10.9,407,15639,1,3,1,0,2,1100,22.11,0.446,0.031,0.01
53,0,6.3,89761,834,17.2,1624,48962,0,2,1,0,5,41900,14.95,0.545,0.467,0.156
46,1,18.1,97011,719,25.0,4721,1914,0,0,0,2,1,16100,10.2,0.02,0.166,0.055
39,0,19.2,48897,649,6.9,151,9221,0,0,0,0,4,53100,19.92,0.189,1.086,0.362
34,0,0.8,46357,609,6.9,741,20755,0,0,0,2,0,60100,14.73,0.448,1.296,0.432
52,0,24.9,52663,710,2.5,307,10794,1,1,0,0,5,4300,15.72,0.205,0.082,0.027
18,0,0.0,20720,591,1.2,3,2736,0,0,0,1,5,5100,13.62,0.132,0.246,0.082
43,0,9.1,33723,660,20.6,6897,5587,0,0,0,0,5,19100,18.7,0.166,0.566,0.189
30,0,5.4,32327,607,0.1,0,8426,0,2,0,0,3,17600,19.24,0.261,0.544,0.181
50,0,2.9,23459,686,24.3,488,3719,0,0,0,2,5,41100,11.32,0.159,1.752,0.584
47,0,10.0,76467,651,9.5,8054,5650,0,0,0,1,1,44500,10.71,0.074,0.582,0.194
23,0,3.4,36412,684,0.4,32,7090,0,0,0,0,5,7100,18.84,0.195,0.195,0.065
37,0,6.7,98563,645,1.4,2595,48708,0,0,0,2,3,45200,14.43,0.494,0.459,0.153
37,0,1.6,60533,620,0.3,46,25479,0,0,0,1,0,50000,12.68,0.421,0.826,0.275
20,0,0.1,61743,609,0.1,14,11153,0,0,0,2,0,88500,14.21,0.181,1.433,0.478
44,0,23.6,49972,648,2.4,114,22234,0,2,0,2,5,4200,13.48,0.445,0.084,0.028
34,1,9.1,40908,683,13.6,22041,6151,0,0,0,0,5,56100,18.94,0.15,1.371,0.457
27,2,0.6,15000,584,5.8,1271,2159,0,0,0,0,5,500,21.61,0.144,0.033,0.011
37,0,2.9,22199,632,0.5,4,4699,0,2,0,2,4,18400,14.4,0.212,0.829,0.276
21,2,1.5,30003,591,2.7,1892,11337,0,0,0,2,5,17200,15.2,0.378,0.573,0.191
56,2,0.4,42461,695,7.6,4196,18969,0,0,0,0,1,4200,17.2,0.447,0.099,0.033
34,0,8.4,25593,702,7.5,114,6678,0,0,0,2,4,1800,10.75,0.261,0.07,0.023
28,0,9.3,19690,657,6.8,116,10946,0,0,0,1,4,14600,10.92,0.556,0.741,0.247
39,0,4.1,44008,509,18.8,112,12417,0,0,0,0,2,43900,21.91,0.282,0.998,0.333
30,1,6.8,38420,588,6.0,36,6644,0,1,0,0,0,38500,22.77,0.173,1.002,0.334
30,1,4.2,44140,629,0.0,0,8877,0,0,0,1,5,18000,12.5,0.201,0.408,0.136
50,2,0.2,15000,675,26.2,304,1594,1,1,0,0,4,1500,18.02,0.106,0.1,0.033
35,0,15.9,52062,644,2.5,5,12146,0,0,0,2,2,85900,14.67,0.233,1.65,0.55
43,0,6.0,38524,604,0.5,32,1206,1,2,0,0,3,32700,19.55,0.031,0.849,0.283
18,0,0.0,20644,596,0.7,8,2903,1,0,1,2,0,25500,16.16,0.141,1.235,0.412
46,0,13.1,46741,553,4.2,190,12065,0,0,0,1,2,22000,13.75,0.258,0.471,0.157
41,2,0.8,20992,628,6.2,151,4565,0,0,0,0,3,2100,20.81,0.217,0.1,0.033
18,0,0.0,21160,545,1.5,245,6694,0,1,1,0,3,5500,21.31,0.316,0.26,0.087
54,0,17.6,126424,726,27.7,489,9371,0,2,0,2,5,76000,10.23,0.074,0.601,0.2
38,0,17.4,59769,579,7.1,110,24967,0,0,0,0,5,34000,22.63,0.418,0.569,0.19
32,1,2.7,49129,624,2.6,31,16025,0,2,0,2,5,62700,14.18,0.326,1.276,0.425
56,0,0.1,68422,653,15.2,900,10726,0,1,0,0,3,68200,17.26,0.157,0.997,0.332
31,0,12.0,19795,569,8.3,634,4991,0,1,1,1,2,6900,14.99,0.252,0.349,0.116
37,0,3.5,26314,633,10.0,6491,2052,0,0,0,2,1,24300,14.2,0.078,0.923,0.308
34,1,1.8,37935,540,12.7,1639,4178,0,0,0,0,4,25400,21.64,0.11,0.67,0.223
21,1,1.0,154669,730,0.6,64,36239,0,1,0,2,0,36800,10.42,0.234,0.238,0.079
42,0,11.1,79858,672,21.6,1622,15612,0,0,0,0,5,70000,17.41,0.195,0.877,0.292
24,0,5.7,15000,735,0.5,28,3438,0,0,0,0,5,11000,16.75,0.229,0.733,0.244
26,0,0.7,44643,661,6.9,1458,8608,0,0,1,2,5,3600,12.76,0.193,0.081,0.027
36,0,5.4,33672,687,0.8,506,1964,0,0,0,0,2,2800,17.82,0.058,0.083,0.028
35,0,5.7,20877,700,15.6,125,12214,0,0,0,0,3,4900,15.98,0.585,0.235,0.078
24,0,5.9,38197,515,0.7,625,9079,1,1,1,1,2,20400,14.88,0.238,0.534,0.178
20,0,1.0,29346,524,0.8,11,12484,0,0,2,2,0,10900,15.97,0.425,0.371,0.124
26,0,2.7,41928,578,7.7,1999,9366,0,1,0,1,3,41900,14.01,0.223,0.999,0.333
18,0,0.0,16396,605,1.2,70,1837,0,0,0,0,3,8500,20.83,0.112,0.518,0.173
41,2,0.9,37942,638,7.0,734,15384,0,2,0,1,0,9800,11.19,0.405,0.258,0.086
25,0,0.0,67072,669,6.1,189,16783,0,0,0,0,3,9600,18.52,0.25,0.143,0.048
29,0,10.9,49512,599,5.9,8705,12240,1,1,0,0,2,64800,22.3,0.247,1.309,0.436
43,0,17.5,83589,524,21.6,2078,14261,0,1,0,1,5,40300,13.75,0.171,0.482,0.161
23,1,1.0,56130,664,3.6,351,29075,0,0,0,2,4,100000,12.3,0.518,1.782,0.594
55,0,20.2,21459,616,7.5,626,1135,0,0,0,0,1,14600,19.57,0.053,0.68,0.227
29,2,0.8,15000,623,5.8,379,1064,0,0,0,0,0,1500,19.88,0.071,0.1,0.033
34,0,16.0,22904,646,13.9,1453,4325,0,0,0,0,4,26500,19.43,0.189,1.157,0.386
37,0,9.8,23288,688,10.1,919,5340,0,0,0,0,3,6300,17.62,0.229,0.271,0.09
35,0,15.9,48924,705,14.3,1509,8683,0,0,0,0,3,33500,17.28,0.177,0.685,0.228
32,0,13.2,29905,620,11.7,113,13328,0,2,0,0,4,17500,20.15,0.446,0.585,0.195
20,1,1.0,96782,625,1.5,473,47521,0,0,0,2,0,79300,14.56,0.491,0.819,0.273
28,1,2.6,157784,657,8.8,1177,19506,0,0,0,0,2,56800,18.23,0.124,0.36,0.12
31,0,0.7,47561,643,1.9,253,20085,0,0,0,0,3,41800,19.91,0.422,0.879,0.293
53,1,3.9,40714,729,17.4,7662,9448,0,1,0,1,0,12200,9.26,0.232,0.3,0.1
18,1,1.0,38871,626,1.3,109,17372,0,1,0,2,3,62100,13.21,0.447,1.598,0.533
48,0,6.2,96505,655,0.6,959,41561,0,0,0,2,3,100000,11.72,0.431,1.036,0.345
49,0,12.6,116304,593,15.9,1233,51499,0,1,0,0,5,48200,21.07,0.443,0.414,0.138
25,1,1.5,51045,753,1.6,151,27544,0,0,0,0,5,11500,14.95,0.54,0.225,0.075
26,2,0.9,15000,679,6.1,580,4536,0,0,0,0,5,1500,17.19,0.302,0.1,0.033
38,0,11.3,80826,695,19.4,5817,1986,0,0,0,2,3,100000,12.93,0.025,1.237,0.412
21,1,1.0,90622,636,2.5,1026,16087,0,0,0,0,3,70000,20.86,0.178,0.772,0.257
18,0,0.0,23045,744,0.6,7,9781,0,1,0,0,4,5300,15.6,0.424,0.23,0.077
30,1,1.3,35080,669,4.9,1946,14430,0,0,0,0,0,39000,17.63,0.411,1.112,0.371
49,2,1.0,19844,766,20.9,793,3726,0,1,0,1,4,14400,7.19,0.188,0.726,0.242
44,1,8.8,29383,658,21.4,2998,9357,0,0,0,2,2,50100,12.71,0.318,1.705,0.568
29,0,8.3,44934,614,7.0,1621,12073,0,1,0,0,5,6900,20.0,0.269,0.154,0.051
22,0,0.3,37112,604,1.8,308,2942,0,0,0,1,5,34700,11.06,0.079,0.935,0.312
44,0,21.6,68989,780,13.9,98,27537,0,0,0,0,5,42500,15.47,0.399,0.616,0.205
61,0,30.4,24213,708,19.5,232,16079,0,0,1,1,4,14200,9.09,0.664,0.586,0.195
39,2,0.5,49117,626,16.9,4808,12227,0,0,0,0,2,4900,20.14,0.249,0.1,0.033
49,2,0.8,15000,635,4.3,314,3614,0,2,0,0,2,1500,19.45,0.241,0.1,0.033
30,0,5.0,36179,596,3.1,76,3500,1,1,1,0,4,16500,22.19,0.097,0.456,0.152
43,0,21.6,75173,611,22.4,398,5096,0,0,0,2,3,100000,14.68,0.068,1.33,0.443
39,0,13.9,25109,630,14.5,183,7596,0,1,0,0,5,4700,19.61,0.303,0.187,0.062
18,0,0.0,40032,675,0.5,114,4874,0,0,0,1,4,29900,9.89,0.122,0.747,0.249
32,0,10.7,35458,410,8.0,377,12335,0,1,2,0,5,27000,22.15,0.348,0.761,0.254
60,0,35.1,230556,797,3.8,2467,20908,0,0,0,0,3,27600,14.13,0.091,0.12,0.04
30,0,2.1,33184,562,10.7,3197,5652,1,3,2,0,5,23500,21.74,0.17,0.708,0.236
34,1,8.8,50249,552,0.6,44,23054,0,0,0,2,4,89300,16.17,0.459,1.777,0.592
45,0,12.6,63320,778,23.1,669,21907,0,0,0,2,0,100000,9.74,0.346,1.579,0.526
18,1,1.0,64641,670,1.7,1574,9168,0,0,0,0,2,19400,18.21,0.142,0.3,0.1
56,0,33.6,66835,724,15.0,3797,7702,0,0,0,0,0,24100,17.26,0.115,0.361,0.12
33,0,10.7,34698,591,1.5,97,6934,0,1,2,2,5,25100,15.73,0.2,0.723,0.241
21,0,1.1,24759,612,1.1,266,7492,0,0,0,0,5,31500,20.02,0.303,1.272,0.424
33,0,5.7,102340,623,11.7,2729,25110,0,1,0,0,2,16600,20.97,0.245,0.162,0.054
34,1,7.0,46966,582,4.0,286,6663,0,0,0,2,5,16200,15.89,0.142,0.345,0.115
28,0,0.6,31790,656,4.5,157,8653,0,1,0,1,2,5200,9.29,0.272,0.164,0.055
